artist,pub_or_prep,item_t,author,author_s,isbn,imprint,language,size,pages,illustrations,concordance,bibliography,index,exhibition_list,cronology,ind_entr_cont,public_note
"Zabaleta, Rafael",1,R. Zabaleta : vida y obra.,"Guzmán Pérez, María Fuesanta",,8475801404,"Córdoba : Publicaciones del Monte de Pieded y Caja de Ahorros de Córdoba, 1985.",Spanish,21 cm,185,some color,No,Yes,No,Yes,No,Exhib. Hist; Bibliog.; Comments,"From the series ""Colección temas andaluces"".  The publication is based on the author's 1981 doctoral dissertation presented at the Universidad de Granada."
"Yeats, Jack B.",1,Jack B. Yeats : A Catalogue Raisonné of the Oil Paintings.,"Pyle, Hilary",,023398738X,"London : Deutsch, 1992.",English,29 cm,"lxxxi, 1,153","598 pages of b&amp;w, color plates",No,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,"The first volume features essays about the artist's life, artistic career and stylistic development.  The catalogue raisonné is in vols. 1-2.  A third volume contains the plates."
"Yang, Haegue",1,Haegue Yang -/+ ETA.,"Dziewior, Yilmaz",,3960983573,"Cologne : Verlag der Buchhandlung Walther König, 2018.",German,32 cm,415,chiefly color,No,Yes,No,No,No,,"Published on the occasion of the exhibition ""Haegue Yang, ETA 1994-2018"" held at the Museum Ludwig Köln.  The catalogue raisonné documents the entire oeuvre of this German-based South Korean artist."
"Yan, Pei-Ming",1,Yan Pei-Ming.,"Bonami, Francesco",,0847848441,"New York : Rizzoli, 2017.",English,32 cm,352,"b&amp;w, color",No,Yes,No,Yes,No,Comments,
"Yeats, Jack B.",1,The Different Worlds of Jack B. Yeats : His Cartoons and Illustrations.,"Pyle, Hilary",,0716525216,"Blackrock, Co. Dublin : Irish Academic Press, c1994",English,26 cm,343,"b&amp;w, some color",No,Yes,Yes,No,No,,
"Yamamoto, Masafum",1,The Illustrated Books and Print Portfolios of Masafumi Yamamoto : A Catalogue Raisonné.,"Cole, William",,,"Sitges : Cole &amp; Contreras, 2008.",English,32 cm,66,some color ills.,No,Yes,No,No,No,,"The catalogue raisonné covers the 15 print portfolios and illustrated books.  All prints are illustrated in color.  


The publication was issued in a limited edition of 300 numbered copies."
"Wyeth, Andrew Newell",2,,"James Wyeth, Betsy",,,,,,,,,,,,,,
Xul Sola,1,Xul  Solar : catálogo razonado : obra completa.,,"['Xul Solar, Alejandro', 'Artundo, Patrici', 'Montero Lacasa de Povarché, Ele', 'Navarro y Sofía Frigerio, Ángel']",950997627x,"Buenos Aires : Fundación Pan Klub, 2016.",Spanish,31 cm,v. 1: 588; v. 2: 256,numerous color ills.,No,Yes,No,No,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,"The catalogue raisonné lists approximately 1,900 paintings, drawings, book illustrations, and objects executed between 1913 and 1963.  The publication also includes incomplete and lost works."
"Wunderlich, Paul",1,Paul Wunderlich; Werk-Verzeichnis der Lithographien von 1949-1965.,"Brusberg, Dieter",,,"Hanover, Verlag der Galerie Brusberg, 1966.",German,23 cm,162,b&amp;w,No,Yes,No,No,No,,"Subsequent editions of this original catalogue of the artist's lithographs were issued, with updates:
""Paul Wunderlich; Nachtrag 1966 zum Werkverzeichnis der Lithographien"" (Hanover, Brusberg, 1966), also reprinted in 1971 under the title: ""Paul Wunderlich; Werk-Verzeichnis der Lithographien von 1949-1971"" (Berlin, Propylaeen Verlag, 1971)."
"Yamagata, Hiro",1,Yamagata : A Catalogue Raisonné.,,"['Yamagata, Hiro', 'Smith, Steven (essay)']",0929460006,"Van Nuys, CA : M. Lawrence Limited Editions, 1989.",English,30 cm,77,mostly color,No,No,No,No,No,,"A Japanese edition titled ""Hiro Yamagata zen hangashu"", was published by Kodansha in 1994."
"Wunderlich, Paul",1,Paul Wunderlich: Werkverzeichnis der Druckgraphik 1948 bis 1982 : catalogue raisonné.,,"['Riediger, Carste', 'Wunderlich, Paul']",3921785359,"Offenbach am Main : Edition Volker Huber, 1983.",,,456,"ca. 690 b&amp;w,color",No,No,No,No,No,,"For Riediger's updating of the artist's printed graphic work from 1983 through 1987, consult the second part of the exhibition catalogue published on the occasion of the artist's 60th Birthday: 
""Paul Wunderlich, Graphik und Multiples, 1948-1987, Katalog der Ausstellung zum 60. Geburtstag…, Bd.2: mit Werkverzeichnis der Druckgraphik 1983-1987"" (Schleswig-Holsteinisches Landesmuseum, 1987)."
"Wyeth, N.C. (Newell Convers)",1,"N.C. Wyeth : The Collected Paintings, Illustrations and Murals.",,"['Allen, Douglas, Jr.', 'Horgan, Paul (foreword)', 'Layton, Richard (intro.)']",051750054X,"New York : Crown Publishers Inc, 1972.",English,31 cm,335,numerous b&amp;w and color ills.,No,Yes,Yes,No,No,,"The catalogue raisonné lists 1,200 works by the artist. The publication includes several chapters on Wyeth's illustrative activity from his student period through the mural works.  

There is a complete bibliography with detailed information on all of N.C. Wyeth's pictures and published writings, listing the books, periodicals, catalogues, collections, and other places his work has appeared. The publication also includes writings about the artist."
"Wyeth, N.C. (Newell Convers)",1,Brandywine River Museum N.C. Wyeth Catalogue Raisonné.,Brandywine River Museum,,,http://www.ncwyeth.org,English,,,numerous color ills.,No,Yes,No,Yes,No,Provenance; Exhib. Hist; Bibliog.; Comments,"This project serves as a companion to the print catalogue ""N.C. Wyeth Catalogue Raisonné of Paintings"" (see entry cited in this database).  
The online catalogue raisonné lists over 2,600 paintings and drawings, which can be searched chronologically or by subject.  There is also a list of solo and group exhibitions in which N.C. Wyeth participated, with the titles of the works exhibited.   


The online project is continuously updated, and the committee currently reviews paintings and drawings for proposed for inclusion. Instructions on submitting a work are provided on the website."
"Wouwerman, Philip",1,Philips Wouwerman (1619-1668) : The Horse Painter of the Golden Age.,"Schumacher, Birgit",,9070288672,"Doornspijk : Davaco Publishers, 2006.",English,32 cm,764,"695 b&amp;w and color ills., 100 color plates",Yes,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"The present publication is based on the author's 1989 doctoral dissertation. This monograph and catalogue raisonné includes a biography of the aritst, an analysis of his stylistic development, and an examination of the iconography of his paintings. There are also chapters on Wouwerman's studio, his handwriting and signatures, and posthumous reputation.



In addition to the catalogue raisonné, the publication contains lists of owners, archival documents related to Wouwerman's life and work, and a concordance with Hofstede de Groot's ""A Catalogue Raisonné of the Works of the Most Eminent Dutch Painters of the Seventeeth Century"" (1908)."
"Wright, Frank Lloyd",1,Light Screens : The Complete Leaded Glass Windows of Frank Lloyd Wright.,,"['Sloan, Julie', 'De Long, David G. (intro.)']",0847823067,"New York : Rizzoli, 2001.",English,29 cm,400,"204 b&amp;w, 247 color",No,Yes,Yes,No,No,,The catalogue was published in conjunction with an exhibition organized and circulated by Exhibitions International in cooperation with the Frank Lloyd Wright Foundation.  The author tried to include every building (over 160) for which Wright designed leaded glass.
"Wouwerman, Philip",1,"Philips Wouwerman, 1619-1668.",,"['Duparc, Frederik', 'Buvelot, Quenti']",9783777422510,"Kassel : Museumlandschaft Hessen Kassel ; Munich : Hirmer, 2009.",German,28 cm,,,No,Yes,Yes,No,No,,"This is the catalogue of the exhibition ""Philips Wouwerman (1619-1668): von Pferden und anderen Leidenschaften"" held at the Gemäldegalerie Alte Meister, Kassel, and the exhibition ""Te paard! De wereld van Philips Wouwerman"" held at the Koninklijk Kabinet van Schilderijen Mauritshuis, The Hague."
"Wright, Frank Lloyd",1,The Architecture of Frank Lloyd Wright : A Complete Catalog.,"Storrer, William Allin",,9780226435756,"Chicago : London : The University of Chicago Press, 2017.",English,23 cm,"xxiv, 482","99 halftones, 32 line drawings, 371 color ill.,",No,No,Yes,No,No,Comments,"The first edition of this book was published in 1974 as a chronological vademecum for the architect's built structures. As such, the publication is not a standard catalogue raisonné, but a ""classic field guide"".

The new edition contains a list of the extant work by zip code, and includes 37 newly identified sites.  There are also additional photographs, updated and expanded entries, and an essay on the architect's style.  The fourth edition is available in print and as an e-book."
"Wright, Joseph",1,Joseph Wright of Derby : Painter of Light.,"Nicolson, Benedict",,0710062842,"London : Paul Mellon Foundation for British Art : Routledge &amp; Kegan Paul Ltd.;  New York : Pantheon Books, 1968.",English,33 cm,521,"b&amp;w, some color",No,Yes,Yes,No,No,,"Published in the series ""Studies in British Art"", the publication includes a list of subjects and a list of owners and collectors."
"Wright, Frank Lloyd",1,Frank Lloyd Wright : The Complete Works/Das Gesamtwerk/L'oeuvre complète.,"Pfeiffer, Bruce Brooks",,9783822857700,"Cologne ; Los Angeles ; Hong Kong : Benedikt Taschen Verlag, 2009-2011",,32 cm,528 (v.1); 488 (v.2); 584 (v.3),"b&amp;w, and color",No,Yes,Yes,No,No,,"A three volume catalogue of Wright's designs with ca. 1100 examples of  both the architect's finished and unrealized projects, published in associatioan with the Frank Lloyd Wright Foundation, Scottsdale, Arizona. 
Vol. 1 was issued in 2011, completing the series, it covers the architect's early Chicago period and his Prairie Houses."
"Wu, Guanzhong",1,Wu Guanzhong quan ji = The Complete Works of Wu Guanzhong.,,"['Shui, Zhongtia', 'Wang, Hu']",9787535626141,"Changsha Shi : Hunan mei shu chu ban she, 2007.",,38 cm,,some color plates,No,No,No,No,No,,
"Wtewael, Joachim",1,Joachim Wtewael and Dutch Mannerism.,"Lowenthal, Anne W.",,9070288249,"Doornspijk, The Netherlands : Davaco Publishers, 1986.",English,32 cm,280,"319 plates, 28 color",Yes,Yes,Yes,No,Yes,Provenance; Bibliog.; Comments,"The publication contains an essay on connoisseurship issues in Wtewael's oeuvre, dealing with the issue of multiple versions of his paintings and discussing the artistic career of his son, Peter. It also includes appendices such as a family tree, family inventory of paintings, documentary and sales records."
"Yokoo, Tadano",1,Zenhanga = Prints Retrospective : hanga jungle.,,"['Yokoo, Tadanori', 'Sawaragi, Noi']",4336061440,"Tokyo : Kokusho Kankokai, 2017.",,31 cm,260,chiefly color,No,Yes,No,No,No,,"Catalogue published on the occasion of an exhibiton at Machida Shiritsu Kokusai Hanga Bijutsukan and Yokoo Tadanri Gendai Bijutsukan, Kobe, 2017."
"Wyeth, N.C. (Newell Convers)",1,N.C. Wyeth : Catalogue Raisonné of Paintings.,,"['Podmaniczky, Christine B.', 'Stoner, Joyce Hill']",9781875594782,"London : Scala, 2008.",English,33 cm,456 (v.1.); 464 (v.2),c. 2000 chiefly color,Yes,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,"Published by the Brandywine River Museum, Chadds Ford, PA, and the Wyeth Foundation for American Art. See also the related website: www.ncwyeth.org cited in this database under ""Brandywine River Museum, N.C. Wyeth Catalogue Raisonné"".  Christine Podmaniczky is Associate Curator of the N.C. Wyeth collections at the Brandywine River Museum."
"Zabaleta, Rafael",1,Rafael Zabaleta : estudio catalográfico.,"Guzmán Pérez, María",,9788492876051,"Jaén : Diputación de Jaén, Instituto de Estudios Giennenses, 2010.",Spanish,31 cm,,chiefly color,No,Yes,No,Yes,No,Exhib. Hist; Bibliog.; Comments,"The first and second volumes contain the  catalogue raisonné, listing over 500 paintings by the artist (v.1: oils -- v.2: oils and watercolors).
The final volume discusses the artist's biography, stylistic development, and posthumous reputation. The documents section contains excerpts from contemporary writings and reviews on the artist, as well as excerpts from Zabaleta's daybook."
"Zangs, Herbe",1,Herbert Zangs : Werkmonographie.,,"['Cremer-Bermbach, Susannah', 'Rüth, Uwe (foreword)']",3884745026,"Essen : Klartext, 1996.",German,31 cm,215,"118 b&amp;w, 115 color",No,Yes,Yes,Yes,No,Provenance; Exhib. Hist,"The catalogue was published for an exhibition held at the Skulpturenmuseum Glaskasten Marl and four other venues in 1997.  The book is divided chronologically by decade with texts discussing the objects.  In addition, it includes texts about Zangs written by his contemporaries."
"Zadkine, Ossip",1,Ossip Zadkine : L'oeuvre sculpté.,,"['Lecombre, Sylvai', 'Staub, Hele']",2879001463,"Paris : Paris Musées, Éditions des musées de la Ville de Paris, 1994.",French,29 cm,708,"b&amp;w, some color",No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Bibliog.; Comments,
"Zangs, Herbe",1,"Herbert Zangs : catalogue raisonné des oeuvres abstraites...Tome I : 1952-1960 ; fasc.1, pt.1 &amp; 2 : 1952-1953; fasc. 2.1953-1954 (2 pts.); fasc. 3. 1955, 1956, 1957 (2 pts)","Martelaere, Emmy de",,2951107056,"Paris : Editions Emmy de Martelaere, 2004.",,29 cm,several hundred,"extensive b&amp;w, numerous color",No,Yes,No,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"Each volume (tome) in this series covers a decade of the artist's work.  Each tome is separated into two or more different parts (fasicules) composed of  a catalogue raisonné and an accompanying supplement called the ""Cahier d'archives"", which contains critical and biographical material.  


The Cahier d'archives includes texts by Erich Franz, Friedemann Malsch, Annie Claustres, Daniela Goeller, and Emmy de Maratelaere."
Zao Wou-k,1,"Catalogue raisonné de l'oeuvre gravée et lithographiée de Zao Wou-Ki, 1949-1954.","Jacometti, Nesto",,,"Berne : Gutekunst &amp; Klipstein, 1955.",French,23 cm,78,chiefly illustrations,No,No,No,No,Yes,,
Zao Wou-k,1,Zao Wou-ki : l'oeuvre 1935-1993.,"Daix, Pierre",,282580052X,"Neuchâtel : Ides et Calendes, 1994.",French,31 cm,256,150 color,No,Yes,No,Yes,Yes,,
Zao Wou-k,1,Zao Wou-ki : The Graphic Work : A Catalogue Raisonné 1937-1995.,,"['Vallier, Dor', 'Ågerup, Jørge']",8798405225,"Copenhagen : Edition Heede &amp; Moestrup in cooperation with Jørgen Ågerup, 1994.",,32 cm,239,"3 b&amp;w, 387 color",Yes,Yes,No,Yes,Yes,,
"Wouters, Rik",1,Rik Wouters : catalogue raisonné = les peintures = de schilderijen.,,"['Bertrand, Olivier', 'Cockshaw, Pierre (preface)']",9789053250433,"Antwerp : Petraco-Pandora, 1995.",,30 cm,264,"b&amp;w, some color",No,Yes,Yes,No,No,,
"Wood, Gran",1,Grant Wood : The Lithographs : A Catalogue Raisonné.,,"['Cole, Sylva', 'Teller, Susan (ed.)']",1556601220,"New York  : Associated American Artists, 1984.",English,23 cm,47,"19 b&amp;w, some color",No,No,Yes,No,Yes,Comments,
"Wolf, Caspa",1,"Caspar Wolf, 1735-1783 : sein Leben und sein Werk, ein Beitrag zur Geschichte der Schweizer Malerei des 18. Jahrhunderts.",,"['Raeber, Willi', 'Raeber, Willi', 'Lüthy, Hans A. (foreword)']",3794118464,"Aarau : Sauerländer ; Munich : Prestel, 1979.",German,31 cm,380,681 b&amp;w; 20 color ills.,No,Yes,Yes,No,Yes,,"Volume 7 of the series ""Oeuvrekataloge Schweizer Künstler"".   The Appendix contains excepts from documentary sources."
"Wittel, Gaspar van",1,Gaspar van Wittel.,,"['Briganti, Giuliano', 'Laureati, Laura (ed.)', 'Trezzani, Ludovia (ed.)']",8843553666,"Milan : Electa, 1996.",Italian,29 cm,463,"951 b&amp;w, some color",No,Yes,Yes,No,Yes,,"The original edition was first published in 1966 as: ""Gaspar van Wittel e l'origine della veduta settecentesca""."
"Witti, Karl",1,Karl Witti : neue Mythen : Werkeinführung und kommentiertes Werkverzeichnis 1963-2015.,,"['Burchard, Christia', 'Raff, Thomas (foreword)']",978380677475,"Sankt Ottilien : EOS Editions Sankt Ottilien, 2015.",German,31 cm,263,color,No,Yes,Yes,Yes,No,,"The catalogue was published on the occasion of a retrospective exhibition held at the Galerie Sankt Ottilien.

The texts include an essay on the artist's early work, information about Witti's studio, a biography, and a discussion of iconography. There are also biographical notes, and notations of exhibitions and bibliographic references."
